DOL Salary Data,,,,,,,,
:: Assumed Salaries shown in black font,,,,,,,,
,Editors," $50,800 "," $28,148 "," $28,430 "," $37,340 "," $50,800 "," $71,090 "," $97,360 "
,"Education administrators, all other"," $73,910 "," $32,637 "," $40,950 "," $54,560 "," $73,910 "," $98,940 "," $126,530 "
,"Education administrators, elementary and secondary school"," $85,220 "," $26,041 "," $56,690 "," $69,560 "," $85,220 "," $104,050 "," $124,820 "
,"Education administrators, postsecondary"," $82,800 "," $47,794 "," $46,310 "," $60,870 "," $82,800 "," $115,980 "," $162,170 "
,"Education administrators, preschool and child care center/program"," $41,060 "," $23,762 "," $26,250 "," $32,010 "," $41,060 "," $58,190 "," $80,530 "
,"Education teachers, postsecondary"," $58,300 "," $25,559 "," $30,840 "," $42,640 "," $58,300 "," $76,380 "," $99,470 "
,"Education, training, and library occupations"," $45,210 "," $22,666 "," $20,470 "," $30,330 "," $45,210 "," $62,080 "," $82,310 "
,"Education, training, and library workers, all other"," $36,300 "," $22,050 "," $19,180 "," $25,720 "," $36,300 "," $52,020 "," $73,090 "
,"Educational, vocational, and school counselors"," $52,550 "," $19,969 "," $31,140 "," $40,260 "," $52,550 "," $67,160 "," $84,080 "
,"Electric motor, power tool, and related repairers"," $36,280 "," $13,755 "," $22,080 "," $28,680 "," $36,280 "," $46,100 "," $57,990 "
,Electrical and electronic engineering technicians," $54,820 "," $16,403 "," $33,380 "," $42,610 "," $54,820 "," $65,470 "," $79,660 "
,Electrical and electronic equipment assemblers," $28,640 "," $11,250 "," $19,080 "," $22,740 "," $28,640 "," $36,670 "," $46,490 "
,Electrical and electronics drafters," $52,080 "," $18,488 "," $33,140 "," $41,190 "," $52,080 "," $66,280 "," $80,960 "
,"Electrical and electronics installers and repairers, transportation equipment"," $45,830 "," $12,808 "," $28,660 "," $36,260 "," $45,830 "," $55,570 "," $64,950 "
,"Electrical and electronics repairers, commercial and industrial equipment"," $50,730 "," $14,395 "," $31,450 "," $40,220 "," $50,730 "," $61,420 "," $72,290 "
,"Electrical and electronics repairers, powerhouse, substation, and relay"," $62,270 "," $13,723 "," $43,470 "," $53,700 "," $62,270 "," $71,400 "," $81,560 "
,Electrical engineers," $83,110 "," $28,191 "," $53,510 "," $65,720 "," $83,110 "," $104,060 "," $126,810 "
,Electrical power-line installers and repairers," $56,670 "," $15,836 "," $32,170 "," $43,050 "," $56,670 "," $68,080 "," $80,310 "
,Electricians," $47,180 "," $20,553 "," $28,690 "," $35,990 "," $47,180 "," $63,120 "," $80,260 "
,Electromechanical equipment assemblers," $30,680 "," $9,669 "," $20,230 "," $24,280 "," $30,680 "," $37,870 "," $45,470 "
,Electro-mechanical technicians," $48,010 "," $16,277 "," $30,450 "," $38,040 "," $48,010 "," $60,200 "," $73,240 "
,"Electronic equipment installers and repairers, motor vehicles"," $28,060 "," $10,374 "," $18,730 "," $22,480 "," $28,060 "," $35,230 "," $44,370 "
,Electronic home entertainment equipment installers and repairers," $32,320 "," $11,736 "," $20,650 "," $25,190 "," $32,320 "," $41,350 "," $50,720 "
,"Electronics engineers, except computer"," $89,310 "," $28,688 "," $56,860 "," $70,480 "," $89,310 "," $110,390 "," $133,350 "
,"Elementary school teachers, except special education"," $50,510 "," $18,041 "," $33,830 "," $40,850 "," $50,510 "," $63,600 "," $78,720 "
,Elevator installers and repairers," $69,050 "," $19,480 "," $39,280 "," $53,190 "," $69,050 "," $82,380 "," $98,190 "
,"Eligibility interviewers, government programs"," $40,180 "," $10,248 "," $27,510 "," $32,770 "," $40,180 "," $47,590 "," $55,160 "
,Embalmers," $40,620 "," $13,180 "," $21,830 "," $30,860 "," $40,620 "," $50,720 "," $60,890 "
,Emergency management specialists," $52,590 "," $23,392 "," $28,370 "," $38,950 "," $52,590 "," $70,750 "," $90,340 "
,Emergency medical technicians and paramedics," $30,000 "," $13,303 "," $19,360 "," $23,650 "," $30,000 "," $39,250 "," $51,460 "
,"Employment, recruitment, and placement specialists"," $46,200 "," $24,783 "," $28,370 "," $35,430 "," $46,200 "," $64,380 "," $87,060 "
,Engine and other machine assemblers," $34,490 "," $14,974 "," $22,320 "," $27,150 "," $34,490 "," $45,210 "," $58,580 "
,Engineering managers," $117,000 "," $38,589 "," $75,350 "," $93,040 "," $117,000 "," $144,520 "," $176,525 "
,"Engineering teachers, postsecondary"," $85,830 "," $38,056 "," $45,980 "," $65,530 "," $85,830 "," $114,260 "," $147,220 "
,"Engineering technicians, except drafters, all other"," $57,530 "," $18,816 "," $30,910 "," $42,580 "," $57,530 "," $72,520 "," $86,510 "
,"Engineers, all other"," $89,560 "," $29,844 "," $49,320 "," $67,030 "," $89,560 "," $113,010 "," $135,680 "
,"English language and literature teachers, postsecondary"," $58,870 "," $29,426 "," $33,720 "," $43,700 "," $58,870 "," $80,900 "," $107,020 "
,"Entertainment attendants and related workers, all other"," $19,150 "," $5,924 "," $15,410 "," $16,710 "," $19,150 "," $23,040 "," $28,180 "
,Environmental engineering technicians," $42,350 "," $17,787 "," $27,160 "," $33,490 "," $42,350 "," $54,560 "," $70,840 "
,Environmental engineers," $77,040 "," $25,143 "," $47,660 "," $59,820 "," $77,040 "," $96,680 "," $115,750 "
,"Environmental science and protection technicians, including health"," $40,790 "," $15,460 "," $26,570 "," $32,460 "," $40,790 "," $52,610 "," $65,190 "
,"Environmental science teachers, postsecondary"," $65,540 "," $35,458 "," $33,790 "," $47,810 "," $65,540 "," $92,170 "," $124,050 "
,"Environmental scientists and specialists, including health"," $61,010 "," $28,450 "," $37,120 "," $46,000 "," $61,010 "," $81,500 "," $107,190 "
,Epidemiologists," $61,700 "," $20,086 "," $40,860 "," $49,870 "," $61,700 "," $75,350 "," $92,610 "
,Etchers and engravers," $27,770 "," $10,480 "," $17,470 "," $21,730 "," $27,770 "," $35,190 "," $44,300 "
,Excavating and loading machine and dragline operators," $35,930 "," $14,210 "," $24,370 "," $29,050 "," $35,930 "," $45,650 "," $58,500 "
,Executive secretaries and administrative assistants," $41,650 "," $14,557 "," $27,780 "," $33,700 "," $41,650 "," $52,240 "," $64,330 "
,"Explosives workers, ordnance handling experts, and blasters"," $42,460 "," $12,975 "," $29,270 "," $35,010 "," $42,460 "," $51,780 "," $62,190 "
,"Extraction workers, all other"," $39,870 "," $12,548 "," $26,850 "," $31,950 "," $39,870 "," $47,580 "," $59,060 "
,"Extruding and drawing machine setters, operators, and tenders, metal and plastic"," $31,080 "," $9,755 "," $20,600 "," $24,990 "," $31,080 "," $38,160 "," $45,990 "
,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers"," $31,450 "," $9,262 "," $21,190 "," $26,110 "," $31,450 "," $38,180 "," $45,430 "
,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders"," $29,860 "," $10,436 "," $20,090 "," $24,070 "," $29,860 "," $37,500 "," $46,120 "
,Fabric and apparel patternmakers," $39,010 "," $22,400 "," $18,360 "," $26,050 "," $39,010 "," $57,850 "," $76,190 "
,"Fabric menders, except garment"," $28,090 "," $5,541 "," $19,230 "," $22,530 "," $28,090 "," $31,720 "," $35,610 "
,Fallers," $32,220 "," $16,071 "," $20,760 "," $25,110 "," $32,220 "," $41,150 "," $58,510 "
,Family and general practitioners," $160,530 "," $57,310 "," $82,630 "," $122,070 "," $160,530 "," $204,785 "," $250,136 "
,Farm and home management advisors," $44,180 "," $18,280 "," $22,010 "," $31,890 "," $44,180 "," $59,230 "," $73,400 "
,Farm equipment mechanics," $32,970 "," $9,954 "," $21,880 "," $26,890 "," $32,970 "," $39,870 "," $48,070 "
,Farm labor contractors," $30,400 "," $15,743 "," $21,680 "," $25,460 "," $30,400 "," $46,510 "," $56,260 "
,"Farm, ranch, and other agricultural managers"," $59,450 "," $27,041 "," $31,680 "," $43,180 "," $59,450 "," $78,770 "," $103,210 "
,Farmers and ranchers," $32,350 "," $34,266 "," $18,900 "," $26,150 "," $32,350 "," $46,960 "," $91,710 "
,"Farming, fishing, and forestry occupations"," $19,610 "," $11,167 "," $16,650 "," $17,670 "," $19,610 "," $26,660 "," $38,130 "
,"Farmworkers and laborers, crop, nursery, and greenhouse"," $18,540 "," $4,596 "," $16,510 "," $17,260 "," $18,540 "," $20,220 "," $25,210 "
,"Farmworkers, farm and ranch animals"," $21,670 "," $8,151 "," $15,610 "," $17,750 "," $21,670 "," $27,470 "," $34,520 "
,Fashion designers," $64,260 "," $39,865 "," $32,320 "," $44,110 "," $64,260 "," $90,020 "," $130,900 "
,Fence erectors," $28,010 "," $11,020 "," $18,560 "," $22,540 "," $28,010 "," $34,990 "," $45,500 "
,Fiberglass laminators and fabricators," $28,390 "," $8,025 "," $19,480 "," $23,220 "," $28,390 "," $34,170 "," $40,400 "
,File clerks," $24,730 "," $8,937 "," $16,970 "," $19,970 "," $24,730 "," $31,040 "," $38,730 "
,Film and video editors," $50,790 "," $36,733 "," $25,400 "," $33,880 "," $50,790 "," $79,550 "," $112,960 "
,Financial analysts," $73,670 "," $39,808 "," $44,080 "," $55,640 "," $73,670 "," $98,920 "," $139,350 "
,Financial examiners," $71,750 "," $35,416 "," $40,680 "," $51,920 "," $71,750 "," $99,870 "," $129,620 "
,Financial managers," $101,190 "," $42,120 "," $54,760 "," $73,530 "," $101,190 "," $138,010 "," $168,573 "
,"Financial specialists, all other"," $58,350 "," $27,233 "," $35,100 "," $44,050 "," $58,350 "," $78,280 "," $102,560 "
,"Fine artists, including painters, sculptors, and illustrators"," $44,160 "," $25,578 "," $19,680 "," $29,270 "," $44,160 "," $64,180 "," $86,650 "
,Fire fighters," $45,050 "," $18,390 "," $22,990 "," $32,000 "," $45,050 "," $59,650 "," $74,390 "
,Fire inspectors and investigators," $53,720 "," $20,110 "," $33,040 "," $41,570 "," $53,720 "," $69,010 "," $85,400 "
,First-line supervisors/managers of construction trades and extraction workers," $58,330 "," $22,409 "," $35,990 "," $45,070 "," $58,330 "," $74,900 "," $93,770 "
,First-line supervisors/managers of correctional officers," $57,690 "," $20,732 "," $34,640 "," $42,870 "," $57,690 "," $73,500 "," $90,140 "
,"First-line supervisors/managers of farming, fishing, and forestry workers"," $40,500 "," $18,003 "," $22,930 "," $29,880 "," $40,500 "," $55,150 "," $69,550 "
,First-line supervisors/managers of fire fighting and prevention workers," $68,250 "," $26,238 "," $41,680 "," $53,820 "," $68,250 "," $87,190 "," $109,750 "
,First-line supervisors/managers of food preparation and serving workers," $29,470 "," $11,346 "," $19,180 "," $23,030 "," $29,470 "," $37,880 "," $47,420 "
,"First-line supervisors/managers of helpers, laborers, and material movers, hand"," $42,940 "," $15,677 "," $27,200 "," $33,710 "," $42,940 "," $54,630 "," $67,540 "
,First-line supervisors/managers of housekeeping and janitorial workers," $34,810 "," $13,813 "," $21,860 "," $27,210 "," $34,810 "," $45,100 "," $56,760 "
,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers"," $40,950 "," $16,386 "," $26,670 "," $32,470 "," $40,950 "," $53,260 "," $67,020 "
,"First-line supervisors/managers of mechanics, installers, and repairers"," $58,610 "," $20,041 "," $35,620 "," $45,160 "," $58,610 "," $73,930 "," $89,720 "
,First-line supervisors/managers of non-retail sales workers," $67,470 "," $41,005 "," $36,510 "," $50,570 "," $67,470 "," $96,580 "," $135,890 "
,First-line supervisors/managers of office and administrative support workers," $46,910 "," $18,400 "," $28,400 "," $36,270 "," $46,910 "," $60,590 "," $76,100 "
,First-line supervisors/managers of personal service workers," $35,330 "," $15,698 "," $21,900 "," $27,550 "," $35,330 "," $46,840 "," $60,660 "
,First-line supervisors/managers of police and detectives," $76,500 "," $25,737 "," $46,780 "," $60,420 "," $76,500 "," $94,560 "," $116,340 "
,First-line supervisors/managers of production and operating workers," $52,060 "," $19,950 "," $31,770 "," $40,070 "," $52,060 "," $66,790 "," $83,600 "
,First-line supervisors/managers of retail sales workers," $34,900 "," $15,770 "," $21,690 "," $27,030 "," $34,900 "," $45,650 "," $60,400 "
,First-line supervisors/managers of transportation and material-moving machine and vehicle operators," $52,240 "," $18,447 "," $31,720 "," $40,230 "," $52,240 "," $66,100 "," $81,030 "
,"First-line supervisors/managers, protective service workers, all other"," $44,480 "," $20,556 "," $26,150 "," $33,420 "," $44,480 "," $60,470 "," $77,810 "
,Fish and game wardens," $48,800 "," $24,622 "," $30,920 "," $37,310 "," $48,800 "," $60,110 "," $89,130 "
,Fishers and related fishing workers," $23,600 "," $10,833 "," $16,690 "," $18,810 "," $23,600 "," $33,000 "," $41,150 "
,Fitness trainers and aerobics instructors," $30,670 "," $18,831 "," $16,430 "," $19,860 "," $30,670 "," $45,720 "," $62,120 "
,Flight attendants," $40,010 "," $19,199 "," $25,420 "," $31,070 "," $40,010 "," $51,470 "," $71,280 "
,"Floor layers, except carpet, wood, and hard tiles"," $36,060 "," $16,945 "," $21,580 "," $26,980 "," $36,060 "," $48,240 "," $63,590 "
,Floor sanders and finishers," $32,770 "," $11,995 "," $22,280 "," $27,010 "," $32,770 "," $41,740 "," $51,600 "
,Floral designers," $23,530 "," $8,079 "," $16,480 "," $18,960 "," $23,530 "," $29,600 "," $36,080 "
,"Food and tobacco roasting, baking, and drying machine operators and tenders"," $27,270 "," $10,087 "," $17,580 "," $21,340 "," $27,270 "," $35,660 "," $43,130 "
,Food batchmakers," $24,290 "," $10,356 "," $16,740 "," $19,160 "," $24,290 "," $32,220 "," $40,910 "
,Food cooking machine operators and tenders," $23,100 "," $7,942 "," $16,610 "," $18,960 "," $23,100 "," $29,080 "," $35,440 "
,Food preparation and serving related occupations," $18,490 "," $7,470 "," $15,150 "," $16,150 "," $18,490 "," $23,000 "," $30,390 "
,"Food preparation and serving related workers, all other"," $19,830 "," $7,493 "," $16,010 "," $17,410 "," $19,830 "," $25,130 "," $31,650 "
,Food preparation workers," $19,020 "," $6,044 "," $15,380 "," $16,680 "," $19,020 "," $22,970 "," $28,280 "
,Food scientists and technologists," $59,630 "," $26,923 "," $34,530 "," $44,190 "," $59,630 "," $79,920 "," $103,160 "
,"Food servers, nonrestaurant"," $19,590 "," $7,085 "," $15,530 "," $16,920 "," $19,590 "," $24,420 "," $30,690 "
,Food service managers," $47,210 "," $19,796 "," $29,810 "," $37,410 "," $47,210 "," $61,070 "," $78,910 "
,"Foreign language and literature teachers, postsecondary"," $56,740 "," $28,297 "," $33,320 "," $42,900 "," $56,740 "," $77,600 "," $103,030 "
,Forensic science technicians," $51,480 "," $20,603 "," $32,420 "," $40,340 "," $51,480 "," $66,240 "," $84,260 "
,Forest and conservation technicians," $32,860 "," $12,764 "," $24,490 "," $27,510 "," $32,860 "," $43,510 "," $53,080 "
,Forest and conservation workers," $25,580 "," $12,796 "," $18,610 "," $21,170 "," $25,580 "," $35,920 "," $46,520 "
,Forest fire inspectors and prevention specialists," $32,940 "," $19,126 "," $20,230 "," $25,510 "," $32,940 "," $48,230 "," $64,720 "
,Foresters," $53,840 "," $14,501 "," $35,250 "," $43,310 "," $53,840 "," $65,800 "," $75,310 "
,"Forestry and conservation science teachers, postsecondary"," $66,930 "," $29,730 "," $39,370 "," $48,900 "," $66,930 "," $91,880 "," $114,900 "
,"Forging machine setters, operators, and tenders, metal and plastic"," $32,490 "," $10,078 "," $21,190 "," $25,850 "," $32,490 "," $39,600 "," $47,860 "
,Foundry mold and coremakers," $29,980 "," $8,061 "," $21,050 "," $24,720 "," $29,980 "," $36,290 "," $41,910 "
,Funeral attendants," $22,530 "," $7,078 "," $15,930 "," $18,340 "," $22,530 "," $27,660 "," $33,350 "
,Funeral directors," $54,370 "," $24,543 "," $30,700 "," $40,180 "," $54,370 "," $71,740 "," $94,050 "
,"Furnace, kiln, oven, drier, and kettle operators and tenders"," $33,270 "," $10,607 "," $21,580 "," $26,650 "," $33,270 "," $40,920 "," $49,530 "
,Furniture finishers," $27,590 "," $9,459 "," $18,580 "," $22,230 "," $27,590 "," $34,320 "," $42,280 "
,Gaming and sports book writers and runners," $20,350 "," $10,417 "," $15,250 "," $17,020 "," $20,350 "," $27,040 "," $37,440 "
,Gaming cage workers," $25,130 "," $7,780 "," $18,250 "," $21,290 "," $25,130 "," $30,730 "," $36,990 "
,Gaming change persons and booth cashiers," $22,090 "," $6,902 "," $15,690 "," $17,900 "," $22,090 "," $27,600 "," $32,630 "
,Gaming dealers," $17,030 "," $9,063 "," $14,660 "," $15,620 "," $17,030 "," $20,320 "," $31,960 "
,Gaming managers," $67,380 "," $29,791 "," $40,640 "," $51,590 "," $67,380 "," $86,730 "," $115,420 "
,"Gaming service workers, all other"," $23,860 "," $8,162 "," $16,870 "," $19,150 "," $23,860 "," $29,640 "," $36,530 "
,Gaming supervisors," $47,950 "," $14,685 "," $30,140 "," $37,860 "," $47,950 "," $58,920 "," $70,290 "
,Gaming surveillance officers and gaming investigators," $30,220 "," $11,708 "," $20,320 "," $24,050 "," $30,220 "," $39,060 "," $48,760 "
,Gas compressor and gas pumping station operators," $48,870 "," $11,370 "," $28,920 "," $39,020 "," $48,870 "," $57,710 "," $65,100 "
,Gas plant operators," $56,190 "," $13,073 "," $37,130 "," $46,740 "," $56,190 "," $64,890 "," $74,850 "
,General and operations managers," $92,650 "," $47,029 "," $45,780 "," $63,750 "," $92,650 "," $138,960 "," $169,734 "
,Geographers," $71,470 "," $19,012 "," $41,930 "," $55,310 "," $71,470 "," $86,920 "," $99,540 "
,"Geography teachers, postsecondary"," $65,420 "," $27,284 "," $39,030 "," $50,790 "," $65,420 "," $84,120 "," $109,080 "
,Geological and petroleum technicians," $53,240 "," $26,241 "," $28,480 "," $37,570 "," $53,240 "," $72,880 "," $96,110 "
,"Geoscientists, except hydrologists and geographers"," $81,220 "," $48,083 "," $43,140 "," $56,280 "," $81,220 "," $117,040 "," $161,260 "
,Glaziers," $35,590 "," $18,362 "," $22,370 "," $28,010 "," $35,590 "," $47,300 "," $65,740 "
,"Graders and sorters, agricultural products"," $19,010 "," $5,609 "," $15,800 "," $17,350 "," $19,010 "," $22,440 "," $27,480 "
,Graduate teaching assistants," $31,540 "," $11,851 "," $16,560 "," $22,740 "," $31,540 "," $41,080 "," $50,220 "
,Graphic designers," $43,180 "," $20,458 "," $26,440 "," $33,130 "," $43,180 "," $58,140 "," $76,450 "
,"Grinding and polishing workers, hand"," $26,580 "," $8,369 "," $18,550 "," $21,850 "," $26,580 "," $32,420 "," $39,380 "
,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"," $30,270 "," $10,666 "," $20,450 "," $24,380 "," $30,270 "," $37,800 "," $46,910 "
,"Grounds maintenance workers, all other"," $23,890 "," $16,408 "," $16,200 "," $18,220 "," $23,890 "," $34,530 "," $51,550 "
,"Hairdressers, hairstylists, and cosmetologists"," $23,330 "," $12,123 "," $15,980 "," $18,290 "," $23,330 "," $31,460 "," $43,250 "
,Hazardous materials removal workers," $37,280 "," $15,955 "," $24,180 "," $29,410 "," $37,280 "," $49,440 "," $62,900 "
,"Health and safety engineers, except mining safety engineers and inspectors"," $74,080 "," $23,807 "," $44,050 "," $57,440 "," $74,080 "," $93,750 "," $110,630 "
,"Health diagnosing and treating practitioners, all other"," $65,220 "," $40,815 "," $35,990 "," $49,320 "," $65,220 "," $94,850 "," $133,500 "
,Health educators," $44,340 "," $21,440 "," $26,120 "," $33,270 "," $44,340 "," $60,970 "," $79,290 "
,"Health specialties teachers, postsecondary"," $84,840 "," $48,542 "," $40,670 "," $56,060 "," $84,840 "," $135,400 "," $165,385 "
,"Health technologists and technicians, all other"," $38,490 "," $16,346 "," $25,350 "," $30,480 "," $38,490 "," $51,170 "," $64,710 "
,Healthcare practitioner and technical occupations," $57,690 "," $36,825 "," $29,270 "," $40,920 "," $57,690 "," $79,960 "," $119,400 "
,"Healthcare practitioners and technical workers, all other"," $44,670 "," $29,459 "," $23,380 "," $30,780 "," $44,670 "," $68,520 "," $94,170 "
,Healthcare support occupations," $24,720 "," $9,063 "," $17,230 "," $20,230 "," $24,720 "," $31,210 "," $38,950 "
,"Healthcare support workers, all other"," $29,930 "," $9,560 "," $20,410 "," $24,310 "," $29,930 "," $37,080 "," $44,590 "
,"Heat treating equipment setters, operators, and tenders, metal and plastic"," $32,660 "," $10,296 "," $21,420 "," $26,220 "," $32,660 "," $39,920 "," $48,410 "
,"Heating, air conditioning, and refrigeration mechanics and installers"," $41,100 "," $15,519 "," $25,750 "," $32,080 "," $41,100 "," $53,660 "," $65,580 "
,"Helpers, construction trades, all other"," $25,310 "," $9,631 "," $17,360 "," $20,580 "," $25,310 "," $31,950 "," $40,520 "
,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"," $27,650 "," $10,964 "," $19,130 "," $22,540 "," $27,650 "," $33,610 "," $45,070 "
,Helpers--carpenters," $25,860 "," $7,420 "," $17,490 "," $20,970 "," $25,860 "," $31,420 "," $37,000 "
,Helpers--electricians," $26,760 "," $7,790 "," $19,020 "," $22,300 "," $26,760 "," $31,850 "," $38,490 "
,Helpers--extraction workers," $34,570 "," $13,240 "," $22,100 "," $26,890 "," $34,570 "," $44,150 "," $55,500 "
,"Helpers--installation, maintenance, and repair workers"," $24,150 "," $9,689 "," $16,320 "," $19,210 "," $24,150 "," $31,150 "," $39,570 "
,"Helpers--painters, paperhangers, plasterers, and stucco masons"," $23,310 "," $6,248 "," $17,360 "," $19,960 "," $23,310 "," $28,170 "," $32,550 "
,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters"," $26,850 "," $7,277 "," $18,600 "," $22,170 "," $26,850 "," $31,690 "," $37,640 "
,Helpers--production workers," $22,370 "," $7,966 "," $16,410 "," $18,490 "," $22,370 "," $28,120 "," $34,820 "
,Helpers--roofers," $23,600 "," $6,268 "," $17,090 "," $20,000 "," $23,600 "," $28,050 "," $32,850 "
,Highway maintenance workers," $34,250 "," $10,711 "," $21,740 "," $26,990 "," $34,250 "," $42,340 "," $50,610 "
,Historians," $51,050 "," $27,138 "," $25,850 "," $32,630 "," $51,050 "," $76,360 "," $95,750 "
,"History teachers, postsecondary"," $63,490 "," $29,069 "," $35,510 "," $47,730 "," $63,490 "," $84,330 "," $110,570 "
,Hoist and winch operators," $37,220 "," $20,374 "," $24,480 "," $29,180 "," $37,220 "," $51,820 "," $70,880 "
,Home appliance repairers," $34,200 "," $11,924 "," $20,770 "," $26,790 "," $34,200 "," $43,180 "," $52,770 "
,"Home economics teachers, postsecondary"," $64,470 "," $30,498 "," $32,330 "," $44,640 "," $64,470 "," $87,150 "," $114,060 "
,Home health aides," $20,480 "," $5,925 "," $15,950 "," $17,710 "," $20,480 "," $24,280 "," $29,390 "
,"Hosts and hostesses, restaurant, lounge, and coffee shop"," $18,110 "," $4,822 "," $15,110 "," $16,110 "," $18,110 "," $20,580 "," $25,230 "
,"Hotel, motel, and resort desk clerks"," $19,820 "," $6,161 "," $15,560 "," $17,240 "," $19,820 "," $23,820 "," $29,220 "
,"Human resources assistants, except payroll and timekeeping"," $36,650 "," $10,913 "," $24,970 "," $30,120 "," $36,650 "," $44,550 "," $53,160 "
,"Human resources managers, all other"," $96,550 "," $42,074 "," $58,490 "," $74,480 "," $96,550 "," $127,270 "," $164,270 "
,"Human resources, training, and labor relations specialists, all other"," $56,440 "," $23,739 "," $27,360 "," $41,820 "," $56,440 "," $74,520 "," $94,470 "
,Hydrologists," $73,670 "," $23,726 "," $46,290 "," $56,430 "," $73,670 "," $92,910 "," $110,110 "
,Industrial engineering technicians," $46,760 "," $15,929 "," $30,820 "," $37,450 "," $46,760 "," $59,090 "," $71,470 "
,Industrial engineers," $75,110 "," $22,516 "," $48,840 "," $60,350 "," $75,110 "," $92,080 "," $109,220 "
,Industrial machinery mechanics," $44,470 "," $14,428 "," $29,160 "," $35,810 "," $44,470 "," $54,910 "," $66,660 "
,Industrial production managers," $85,080 "," $37,777 "," $51,290 "," $65,680 "," $85,080 "," $111,790 "," $146,030 "
,Industrial truck and tractor operators," $29,550 "," $10,014 "," $20,570 "," $24,170 "," $29,550 "," $36,610 "," $45,070 "
,Industrial-organizational psychologists," $83,260 "," $40,182 "," $44,570 "," $62,900 "," $83,260 "," $121,780 "," $148,749 "
,"Inspectors, testers, sorters, samplers, and weighers"," $32,330 "," $13,623 "," $19,990 "," $24,990 "," $32,330 "," $41,770 "," $54,160 "
,"Installation, maintenance, and repair occupations"," $39,600 "," $16,528 "," $22,150 "," $29,260 "," $39,600 "," $53,020 "," $66,050 "
,"Installation, maintenance, and repair workers, all other"," $35,520 "," $15,746 "," $20,230 "," $26,250 "," $35,520 "," $48,750 "," $60,920 "
,Instructional coordinators," $58,780 "," $21,947 "," $33,520 "," $43,900 "," $58,780 "," $76,470 "," $93,340 "
,"Insulation workers, floor, ceiling, and wall"," $32,550 "," $16,049 "," $20,310 "," $25,670 "," $32,550 "," $42,460 "," $58,770 "
,"Insulation workers, mechanical"," $37,040 "," $18,677 "," $24,020 "," $29,100 "," $37,040 "," $50,950 "," $67,630 "
,"Insurance appraisers, auto damage"," $55,390 "," $14,864 "," $37,580 "," $46,040 "," $55,390 "," $65,060 "," $77,380 "
,Insurance claims and policy processing clerks," $34,040 "," $10,843 "," $23,880 "," $28,080 "," $34,040 "," $41,300 "," $50,660 "
,Insurance sales agents," $45,500 "," $40,451 "," $25,800 "," $32,810 "," $45,500 "," $69,540 "," $114,910 "
,Insurance underwriters," $57,820 "," $25,771 "," $35,630 "," $44,380 "," $57,820 "," $77,660 "," $99,420 "
,Interior designers," $46,180 "," $22,901 "," $26,980 "," $35,220 "," $46,180 "," $63,570 "," $83,620 "
,"Internists, general"," $172,653 "," $61,638 "," $93,540 "," $134,500 "," $172,653 "," $220,250 "," $269,026 "
,Interpreters and translators," $40,860 "," $20,353 "," $22,810 "," $30,320 "," $40,860 "," $56,580 "," $74,150 "
,"Interviewers, except eligibility and loan"," $28,660 "," $8,957 "," $18,970 "," $23,070 "," $28,660 "," $35,170 "," $42,340 "
,"Janitors and cleaners, except maids and housekeeping cleaners"," $21,970 "," $9,068 "," $15,870 "," $17,950 "," $21,970 "," $28,490 "," $36,460 "
,Jewelers and precious stone and metal workers," $34,060 "," $14,414 "," $19,080 "," $25,050 "," $34,060 "," $45,240 "," $57,170 "
,Job printers," $34,440 "," $12,068 "," $21,350 "," $26,880 "," $34,440 "," $43,570 "," $53,250 "
,"Judges, magistrate judges, and magistrates"," $112,830 "," $39,633 "," $33,130 "," $56,390 "," $112,830 "," $142,970 "," $174,632 "
,"Kindergarten teachers, except special education"," $47,830 "," $17,451 "," $31,320 "," $38,490 "," $47,830 "," $60,510 "," $75,210 "
,"Laborers and freight, stock, and material movers, hand"," $23,110 "," $9,312 "," $16,400 "," $18,690 "," $23,110 "," $29,760 "," $37,940 "
,Landscape architects," $60,560 "," $25,012 "," $36,740 "," $46,760 "," $60,560 "," $79,940 "," $100,530 "
,Landscaping and groundskeeping workers," $23,480 "," $8,649 "," $16,760 "," $19,230 "," $23,480 "," $29,620 "," $37,070 "
,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic"," $33,880 "," $10,753 "," $22,010 "," $27,250 "," $33,880 "," $41,340 "," $50,350 "
,Laundry and dry-cleaning workers," $19,310 "," $6,152 "," $15,470 "," $16,980 "," $19,310 "," $23,360 "," $28,740 "
,Law clerks," $38,390 "," $17,485 "," $22,450 "," $28,870 "," $38,390 "," $50,790 "," $66,690 "
,"Law teachers, postsecondary"," $99,040 "," $44,620 "," $42,520 "," $64,000 "," $99,040 "," $140,130 "," $171,163 "
,Lawyers," $113,240 "," $40,427 "," $55,270 "," $76,270 "," $113,240 "," $144,458 "," $176,449 "
,"Lay-out workers, metal and plastic"," $36,960 "," $12,557 "," $22,750 "," $28,700 "," $36,960 "," $46,340 "," $56,430 "
,Legal occupations," $74,030 "," $49,244 "," $34,010 "," $46,880 "," $74,030 "," $128,400 "," $156,835 "
