DOL Salary Data,,,,,,,,
:: Assumed Salaries shown in black font,,,,,,,,
,"Rail transportation workers, all other"," $43,520 "," $11,939 "," $27,490 "," $35,160 "," $43,520 "," $51,720 "," $61,270 "
,"Rail yard engineers, dinkey operators, and hostlers"," $33,320 "," $12,221 "," $24,890 "," $28,350 "," $33,320 "," $40,750 "," $52,510 "
,"Railroad brake, signal, and switch operators"," $48,030 "," $15,849 "," $30,160 "," $38,730 "," $48,030 "," $58,050 "," $72,480 "
,Railroad conductors and yardmasters," $53,940 "," $17,696 "," $33,100 "," $40,260 "," $53,940 "," $66,300 "," $81,210 "
,Rail-track laying and maintenance equipment operators," $45,630 "," $11,912 "," $29,540 "," $36,840 "," $45,630 "," $54,520 "," $63,140 "
,Real estate brokers," $55,740 "," $34,809 "," $25,140 "," $35,090 "," $55,740 "," $93,300 "," $113,962 "
,Real estate sales agents," $40,100 "," $32,976 "," $20,800 "," $27,370 "," $40,100 "," $63,510 "," $96,410 "
,Receptionists and information clerks," $25,070 "," $7,606 "," $17,180 "," $20,540 "," $25,070 "," $30,480 "," $36,620 "
,"Recreation and fitness studies teachers, postsecondary"," $55,370 "," $28,058 "," $28,960 "," $40,020 "," $55,370 "," $76,650 "," $101,350 "
,Recreation workers," $22,280 "," $9,854 "," $16,070 "," $18,130 "," $22,280 "," $29,060 "," $38,170 "
,Recreational therapists," $39,440 "," $14,474 "," $24,510 "," $31,050 "," $39,440 "," $50,370 "," $62,170 "
,Recreational vehicle service technicians," $32,150 "," $11,766 "," $21,840 "," $26,800 "," $32,150 "," $40,110 "," $50,620 "
,"Refractory materials repairers, except brickmasons"," $41,530 "," $14,765 "," $27,380 "," $34,110 "," $41,530 "," $50,060 "," $64,600 "
,Refuse and recyclable material collectors," $32,070 "," $12,670 "," $18,580 "," $24,270 "," $32,070 "," $40,810 "," $52,190 "
,Registered nurses," $63,750 "," $19,660 "," $43,970 "," $52,520 "," $63,750 "," $77,970 "," $93,700 "
,Rehabilitation counselors," $31,210 "," $14,964 "," $20,440 "," $24,410 "," $31,210 "," $41,420 "," $55,580 "
,Reinforcing iron and rebar workers," $39,460 "," $20,453 "," $24,290 "," $29,920 "," $39,460 "," $58,340 "," $73,060 "
,"Religious workers, all other"," $29,410 "," $16,398 "," $16,310 "," $19,100 "," $29,410 "," $41,490 "," $56,550 "
,Reporters and correspondents," $34,360 "," $23,905 "," $19,650 "," $25,480 "," $34,360 "," $51,210 "," $74,700 "
,Reservation and transportation ticket agents and travel clerks," $31,250 "," $10,451 "," $19,640 "," $23,320 "," $31,250 "," $41,300 "," $47,410 "
,Residential advisors," $24,160 "," $9,524 "," $16,330 "," $19,080 "," $24,160 "," $30,690 "," $39,280 "
,Respiratory therapists," $53,330 "," $12,891 "," $39,030 "," $45,300 "," $53,330 "," $62,570 "," $71,920 "
,Respiratory therapy technicians," $44,700 "," $13,411 "," $28,740 "," $35,930 "," $44,700 "," $54,850 "," $65,020 "
,Retail salespersons," $20,260 "," $11,023 "," $15,420 "," $17,220 "," $20,260 "," $27,270 "," $38,460 "
,Riggers," $42,360 "," $15,065 "," $25,110 "," $32,610 "," $42,360 "," $54,490 "," $65,900 "
,"Rock splitters, quarry"," $29,040 "," $8,652 "," $20,190 "," $24,170 "," $29,040 "," $34,870 "," $42,130 "
,"Rolling machine setters, operators, and tenders, metal and plastic"," $35,410 "," $11,522 "," $21,640 "," $27,370 "," $35,410 "," $44,120 "," $53,140 "
,"Roof bolters, mining"," $47,420 "," $9,114 "," $38,440 "," $42,570 "," $47,420 "," $52,340 "," $59,680 "
,Roofers," $33,970 "," $15,443 "," $22,220 "," $27,130 "," $33,970 "," $45,580 "," $58,960 "
,"Rotary drill operators, oil and gas"," $53,020 "," $22,517 "," $31,820 "," $40,200 "," $53,020 "," $65,160 "," $89,140 "
,"Roustabouts, oil and gas"," $31,840 "," $12,350 "," $21,280 "," $25,170 "," $31,840 "," $41,610 "," $51,400 "
,Sailors and marine oilers," $35,810 "," $12,543 "," $21,640 "," $27,740 "," $35,810 "," $45,240 "," $55,360 "
,Sales and related occupations," $23,940 "," $26,838 "," $15,530 "," $17,890 "," $23,940 "," $41,100 "," $70,560 "
,"Sales and related workers, all other"," $35,160 "," $22,581 "," $17,960 "," $24,340 "," $35,160 "," $50,990 "," $73,020 "
,Sales engineers," $83,190 "," $35,906 "," $48,780 "," $63,430 "," $83,190 "," $110,060 "," $140,910 "
,Sales managers," $96,790 "," $46,618 "," $47,660 "," $65,210 "," $96,790 "," $141,430 "," $172,751 "
,"Sales representatives, services, all other"," $49,410 "," $32,275 "," $25,280 "," $34,450 "," $49,410 "," $72,100 "," $103,600 "
,"Sales representatives, wholesale and manufacturing, except technical and scientific products"," $50,920 "," $32,912 "," $26,390 "," $35,950 "," $50,920 "," $74,310 "," $106,130 "
,"Sales representatives, wholesale and manufacturing, technical and scientific products"," $71,340 "," $39,790 "," $35,770 "," $49,690 "," $71,340 "," $100,910 "," $137,200 "
,"Sawing machine setters, operators, and tenders, wood"," $26,010 "," $8,786 "," $17,470 "," $20,700 "," $26,010 "," $32,100 "," $39,620 "
,"Secondary school teachers, except special and vocational education"," $52,200 "," $19,000 "," $34,600 "," $42,070 "," $52,200 "," $66,110 "," $82,000 "
,"Secretaries, except legal, medical, and executive"," $29,980 "," $9,854 "," $19,190 "," $24,000 "," $29,980 "," $37,290 "," $45,170 "
,"Securities, commodities, and financial services sales agents"," $66,930 "," $46,238 "," $29,980 "," $39,310 "," $66,930 "," $118,640 "," $144,914 "
,Security and fire alarm systems installers," $37,710 "," $14,321 "," $24,180 "," $29,840 "," $37,710 "," $47,500 "," $60,320 "
,Security guards," $23,820 "," $10,217 "," $16,840 "," $19,460 "," $23,820 "," $30,580 "," $40,230 "
,Segmental pavers," $27,720 "," $7,722 "," $20,600 "," $23,490 "," $27,720 "," $33,180 "," $39,240 "
,Self-enrichment education teachers," $36,440 "," $19,703 "," $19,620 "," $26,660 "," $36,440 "," $52,360 "," $68,950 "
,Semiconductor processors," $31,570 "," $10,192 "," $21,960 "," $26,310 "," $31,570 "," $38,620 "," $47,230 "
,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders"," $37,530 "," $12,288 "," $21,680 "," $28,620 "," $37,530 "," $46,970 "," $56,460 "
,Septic tank servicers and sewer pipe cleaners," $33,350 "," $12,536 "," $21,160 "," $26,200 "," $33,350 "," $42,710 "," $53,110 "
,Service station attendants," $19,290 "," $6,124 "," $15,640 "," $17,240 "," $19,290 "," $23,010 "," $28,670 "
,"Service unit operators, oil, gas, and mining"," $38,460 "," $16,267 "," $26,160 "," $30,690 "," $38,460 "," $49,770 "," $64,540 "
,Set and exhibit designers," $45,400 "," $22,846 "," $25,620 "," $32,250 "," $45,400 "," $65,290 "," $82,810 "
,"Sewers, hand"," $23,030 "," $7,526 "," $16,730 "," $18,890 "," $23,030 "," $28,540 "," $34,620 "
,Sewing machine operators," $20,260 "," $7,201 "," $15,990 "," $17,670 "," $20,260 "," $25,530 "," $31,510 "
,Shampooers," $17,900 "," $4,586 "," $15,260 "," $16,200 "," $17,900 "," $20,400 "," $24,610 "
,Sheet metal workers," $40,640 "," $20,243 "," $24,490 "," $30,450 "," $40,640 "," $56,550 "," $73,750 "
,Ship engineers," $63,630 "," $28,306 "," $35,030 "," $45,560 "," $63,630 "," $84,010 "," $109,310 "
,"Shipping, receiving, and traffic clerks"," $28,250 "," $10,064 "," $18,680 "," $22,530 "," $28,250 "," $35,530 "," $43,980 "
,Shoe and leather workers and repairers," $23,210 "," $8,058 "," $16,570 "," $18,860 "," $23,210 "," $29,280 "," $35,750 "
,Shoe machine operators and tenders," $26,390 "," $6,957 "," $17,560 "," $20,520 "," $26,390 "," $31,610 "," $36,640 "
,Shuttle car operators," $45,560 "," $9,445 "," $36,670 "," $40,540 "," $45,560 "," $51,360 "," $58,590 "
,Signal and track switch repairers," $51,530 "," $9,974 "," $34,380 "," $44,100 "," $51,530 "," $59,550 "," $64,980 "
,Skin care specialists," $28,580 "," $14,030 "," $16,310 "," $20,240 "," $28,580 "," $40,380 "," $51,490 "
,Slaughterers and meat packers," $23,490 "," $5,465 "," $17,070 "," $19,870 "," $23,490 "," $27,400 "," $31,290 "
,Slot key persons," $25,900 "," $11,619 "," $17,440 "," $20,970 "," $25,900 "," $32,370 "," $44,670 "
,Social and community service managers," $56,600 "," $24,682 "," $33,440 "," $42,560 "," $56,600 "," $74,520 "," $96,330 "
,Social and human service assistants," $27,940 "," $10,648 "," $18,300 "," $22,230 "," $27,940 "," $35,620 "," $44,760 "
,Social science research assistants," $37,500 "," $14,630 "," $21,600 "," $28,950 "," $37,500 "," $47,580 "," $60,690 "
,"Social sciences teachers, postsecondary, all other"," $69,080 "," $36,944 "," $38,640 "," $51,170 "," $69,080 "," $92,370 "," $129,970 "
,"Social scientists and related workers, all other"," $69,860 "," $25,449 "," $38,440 "," $52,180 "," $69,860 "," $88,460 "," $109,780 "
,"Social work teachers, postsecondary"," $61,010 "," $27,839 "," $36,430 "," $47,410 "," $61,010 "," $80,780 "," $106,080 "
,"Social workers, all other"," $49,420 "," $16,672 "," $28,770 "," $36,700 "," $49,420 "," $62,780 "," $75,240 "
,Sociologists," $69,620 "," $33,066 "," $41,910 "," $53,300 "," $69,620 "," $91,000 "," $123,410 "
,"Sociology teachers, postsecondary"," $64,430 "," $34,121 "," $34,640 "," $47,480 "," $64,430 "," $87,280 "," $120,610 "
,Soil and plant scientists," $59,180 "," $29,629 "," $34,930 "," $45,070 "," $59,180 "," $78,590 "," $107,670 "
,Sound engineering technicians," $46,370 "," $28,664 "," $23,420 "," $32,450 "," $46,370 "," $67,010 "," $94,270 "
,"Special education teachers, middle school"," $51,970 "," $17,916 "," $35,690 "," $42,690 "," $51,970 "," $64,740 "," $79,820 "
,"Special education teachers, preschool, kindergarten, and elementary school"," $50,950 "," $18,443 "," $34,010 "," $41,210 "," $50,950 "," $64,350 "," $79,850 "
,"Special education teachers, secondary school"," $52,900 "," $19,525 "," $35,840 "," $43,060 "," $52,900 "," $67,440 "," $83,590 "
,Speech-language pathologists," $65,090 "," $23,456 "," $42,310 "," $52,030 "," $65,090 "," $82,380 "," $101,820 "
,Stationary engineers and boiler operators," $51,370 "," $15,175 "," $31,720 "," $40,630 "," $51,370 "," $62,520 "," $74,290 "
,Statistical assistants," $35,920 "," $12,345 "," $21,940 "," $27,880 "," $35,920 "," $46,210 "," $55,100 "
,Statisticians," $72,820 "," $28,056 "," $38,430 "," $50,590 "," $72,820 "," $95,740 "," $117,210 "
,Stock clerks and order fillers," $20,960 "," $8,842 "," $15,930 "," $17,740 "," $20,960 "," $27,090 "," $35,130 "
,Stonemasons," $36,780 "," $17,520 "," $23,530 "," $28,850 "," $36,780 "," $47,960 "," $65,290 "
,Structural iron and steel workers," $44,500 "," $20,997 "," $26,550 "," $32,890 "," $44,500 "," $61,620 "," $78,630 "
,Structural metal fabricators and fitters," $33,890 "," $10,489 "," $22,420 "," $27,420 "," $33,890 "," $40,980 "," $49,880 "
,Substance abuse and behavioral disorder counselors," $37,700 "," $14,183 "," $24,580 "," $29,860 "," $37,700 "," $48,060 "," $60,060 "
,Subway and streetcar operators," $56,390 "," $7,902 "," $35,670 "," $44,760 "," $56,390 "," $62,130 "," $65,630 "
,Surgeons," $197,811 "," $70,619 "," $121,830 "," $154,099 "," $197,811 "," $252,344 "," $308,227 "
,Surgical technologists," $39,400 "," $10,891 "," $27,910 "," $33,090 "," $39,400 "," $47,310 "," $55,620 "
,Survey researchers," $35,380 "," $24,501 "," $17,860 "," $22,220 "," $35,380 "," $54,480 "," $76,710 "
,Surveying and mapping technicians," $37,190 "," $14,284 "," $22,680 "," $28,730 "," $37,190 "," $48,700 "," $59,780 "
,Surveyors," $54,180 "," $21,926 "," $30,130 "," $39,400 "," $54,180 "," $72,140 "," $89,120 "
,"Switchboard operators, including answering service"," $24,820 "," $7,726 "," $17,430 "," $20,560 "," $24,820 "," $30,420 "," $36,610 "
,"Tailors, dressmakers, and custom sewers"," $26,640 "," $9,736 "," $17,330 "," $20,670 "," $26,640 "," $34,100 "," $41,920 "
,"Tank car, truck, and ship loaders"," $39,020 "," $15,388 "," $22,450 "," $28,990 "," $39,020 "," $49,750 "," $63,450 "
,Tapers," $44,460 "," $18,388 "," $27,030 "," $33,020 "," $44,460 "," $60,020 "," $73,850 "
,"Tax examiners, collectors, and revenue agents"," $48,550 "," $25,742 "," $28,990 "," $37,240 "," $48,550 "," $67,330 "," $90,940 "
,Tax preparers," $30,060 "," $20,319 "," $17,680 "," $21,780 "," $30,060 "," $45,390 "," $64,270 "
,Taxi drivers and chauffeurs," $21,960 "," $8,281 "," $15,950 "," $18,100 "," $21,960 "," $27,550 "," $35,020 "
,Teacher assistants," $22,820 "," $8,033 "," $15,870 "," $18,260 "," $22,820 "," $28,820 "," $35,350 "
,"Teachers and instructors, all other"," $31,540 "," $24,529 "," $17,500 "," $22,610 "," $31,540 "," $50,280 "," $73,270 "
,Team assemblers," $26,820 "," $10,438 "," $17,630 "," $21,110 "," $26,820 "," $34,080 "," $43,360 "
,Technical writers," $62,730 "," $23,646 "," $37,070 "," $47,710 "," $62,730 "," $80,490 "," $100,020 "
,"Telecommunications equipment installers and repairers, except line installers"," $55,560 "," $11,628 "," $31,430 "," $42,680 "," $55,560 "," $63,960 "," $71,650 "
,Telecommunications line installers and repairers," $49,110 "," $14,072 "," $26,520 "," $34,470 "," $49,110 "," $62,160 "," $70,230 "
,Telemarketers," $21,810 "," $9,808 "," $15,760 "," $17,850 "," $21,810 "," $28,520 "," $37,660 "
,Telephone operators," $30,570 "," $12,017 "," $18,550 "," $23,230 "," $30,570 "," $43,130 "," $49,640 "
,Tellers," $23,980 "," $5,896 "," $18,270 "," $21,010 "," $23,980 "," $28,260 "," $32,520 "
,Terrazzo workers and finishers," $38,230 "," $16,756 "," $23,290 "," $30,150 "," $38,230 "," $50,270 "," $65,220 "
,Textile bleaching and dyeing machine operators and tenders," $23,340 "," $6,717 "," $17,590 "," $19,390 "," $23,340 "," $28,790 "," $33,430 "
,"Textile cutting machine setters, operators, and tenders"," $23,600 "," $7,665 "," $16,730 "," $19,180 "," $23,600 "," $29,750 "," $35,390 "
,"Textile knitting and weaving machine setters, operators, and tenders"," $25,650 "," $6,128 "," $17,710 "," $21,040 "," $25,650 "," $30,090 "," $34,460 "
,"Textile winding, twisting, and drawing out machine setters, operators, and tenders"," $25,160 "," $6,302 "," $18,680 "," $21,780 "," $25,160 "," $29,600 "," $34,330 "
,"Textile, apparel, and furnishings workers, all other"," $25,460 "," $14,792 "," $16,730 "," $19,080 "," $25,460 "," $35,610 "," $50,040 "
,"Therapists, all other"," $51,370 "," $19,954 "," $28,400 "," $37,920 "," $51,370 "," $66,470 "," $82,980 "
,Tile and marble setters," $39,170 "," $18,921 "," $21,910 "," $28,640 "," $39,170 "," $52,800 "," $70,010 "
,"Timing device assemblers, adjusters, and calibrators"," $28,070 "," $10,787 "," $18,430 "," $21,280 "," $28,070 "," $37,270 "," $45,130 "
,Tire builders," $39,420 "," $9,539 "," $19,950 "," $27,490 "," $39,420 "," $48,650 "," $53,180 "
,Tire repairers and changers," $23,120 "," $7,855 "," $16,920 "," $19,480 "," $23,120 "," $28,190 "," $35,300 "
,"Title examiners, abstractors, and searchers"," $38,770 "," $17,179 "," $23,940 "," $30,560 "," $38,770 "," $50,970 "," $66,480 "
,Tool and die makers," $46,900 "," $15,683 "," $31,580 "," $38,430 "," $46,900 "," $58,600 "," $71,150 "
,"Tool grinders, filers, and sharpeners"," $33,280 "," $11,432 "," $21,640 "," $26,500 "," $33,280 "," $41,820 "," $51,040 "
,Tour guides and escorts," $23,750 "," $9,707 "," $16,060 "," $18,490 "," $23,750 "," $30,920 "," $39,240 "
,Traffic technicians," $41,330 "," $14,222 "," $26,340 "," $31,350 "," $41,330 "," $54,700 "," $63,430 "
,Training and development managers," $88,090 "," $36,706 "," $49,560 "," $65,910 "," $88,090 "," $115,020 "," $146,820 "
,Training and development specialists," $52,120 "," $21,163 "," $30,120 "," $39,280 "," $52,120 "," $68,300 "," $85,860 "
,Transit and railroad police," $50,940 "," $15,879 "," $34,330 "," $40,600 "," $50,940 "," $63,800 "," $75,180 "
,Transportation and material moving occupations," $28,010 "," $14,760 "," $16,870 "," $20,350 "," $28,010 "," $38,880 "," $52,300 "
,"Transportation attendants, except flight attendants and baggage porters"," $20,580 "," $8,520 "," $16,100 "," $17,790 "," $20,580 "," $25,620 "," $34,200 "
,Transportation inspectors," $56,290 "," $29,572 "," $28,600 "," $41,460 "," $56,290 "," $78,850 "," $104,940 "
,"Transportation workers, all other"," $32,000 "," $14,663 "," $18,180 "," $22,470 "," $32,000 "," $45,820 "," $55,750 "
,"Transportation, storage, and distribution managers"," $79,490 "," $32,712 "," $45,720 "," $59,970 "," $79,490 "," $103,070 "," $131,740 "
,Travel agents," $30,790 "," $10,659 "," $19,240 "," $24,180 "," $30,790 "," $38,370 "," $47,370 "
,Travel guides," $31,300 "," $14,292 "," $17,370 "," $22,430 "," $31,300 "," $39,710 "," $54,440 "
,Tree trimmers and pruners," $30,310 "," $11,053 "," $20,450 "," $24,200 "," $30,310 "," $38,200 "," $47,650 "
,"Truck drivers, heavy and tractor-trailer"," $37,730 "," $12,469 "," $24,640 "," $30,020 "," $37,730 "," $47,080 "," $56,970 "
,"Truck drivers, light or delivery services"," $28,330 "," $14,270 "," $17,370 "," $21,410 "," $28,330 "," $38,040 "," $51,700 "
,"Umpires, referees, and other sports officials"," $22,880 "," $15,004 "," $15,880 "," $17,820 "," $22,880 "," $32,710 "," $48,080 "
,Upholsterers," $29,990 "," $10,778 "," $19,380 "," $23,840 "," $29,990 "," $37,750 "," $46,860 "
,Urban and regional planners," $61,820 "," $21,230 "," $39,460 "," $48,700 "," $61,820 "," $77,790 "," $94,800 "
,"Ushers, lobby attendants, and ticket takers"," $18,050 "," $5,424 "," $15,070 "," $16,040 "," $18,050 "," $20,830 "," $26,270 "
,Veterinarians," $80,510 "," $38,346 "," $47,670 "," $62,770 "," $80,510 "," $105,190 "," $142,910 "
,Veterinary assistants and laboratory animal caretakers," $21,700 "," $7,212 "," $16,020 "," $18,140 "," $21,700 "," $26,680 "," $32,840 "
,Veterinary technologists and technicians," $29,280 "," $9,054 "," $20,180 "," $23,990 "," $29,280 "," $35,880 "," $43,080 "
,"Vocational education teachers, middle school"," $49,320 "," $16,293 "," $33,650 "," $40,480 "," $49,320 "," $61,140 "," $74,460 "
,"Vocational education teachers, postsecondary"," $47,950 "," $21,708 "," $28,010 "," $35,750 "," $47,950 "," $63,960 "," $83,060 "
,"Vocational education teachers, secondary school"," $52,550 "," $16,719 "," $35,420 "," $42,890 "," $52,550 "," $64,830 "," $78,170 "
,Waiters and waitresses," $17,690 "," $7,716 "," $14,920 "," $15,800 "," $17,690 "," $22,080 "," $30,110 "
,Watch repairers," $37,680 "," $17,229 "," $18,330 "," $27,240 "," $37,680 "," $48,540 "," $65,580 "
,Water and liquid waste treatment plant and system operators," $39,850 "," $14,285 "," $24,580 "," $30,960 "," $39,850 "," $50,620 "," $62,200 "
,"Weighers, measurers, checkers, and samplers, recordkeeping"," $27,310 "," $9,440 "," $18,160 "," $21,650 "," $27,310 "," $34,300 "," $41,990 "
,"Welders, cutters, solderers, and brazers"," $34,750 "," $11,456 "," $23,420 "," $28,300 "," $34,750 "," $42,420 "," $52,420 "
,"Welding, soldering, and brazing machine setters, operators, and tenders"," $32,750 "," $9,860 "," $22,290 "," $27,120 "," $32,750 "," $39,500 "," $47,700 "
,Wellhead pumpers," $38,430 "," $12,735 "," $23,760 "," $30,140 "," $38,430 "," $48,410 "," $58,090 "
,"Wholesale and retail buyers, except farm products"," $48,650 "," $24,532 "," $28,870 "," $36,800 "," $48,650 "," $65,870 "," $88,830 "
,"Woodworkers, all other"," $23,770 "," $12,337 "," $17,120 "," $19,050 "," $23,770 "," $32,160 "," $44,040 "
,"Woodworking machine setters, operators, and tenders, except sawing"," $25,470 "," $8,066 "," $17,600 "," $20,750 "," $25,470 "," $31,360 "," $37,820 "
,Word processors and typists," $32,590 "," $9,385 "," $22,640 "," $26,930 "," $32,590 "," $39,330 "," $46,690 "
,Writers and authors," $53,900 "," $31,191 "," $28,070 "," $38,760 "," $53,900 "," $75,740 "," $105,710 "
,Zoologists and wildlife biologists," $56,500 "," $22,977 "," $35,280 "," $44,830 "," $56,500 "," $71,990 "," $93,140 "
